"Year","CountryAbb","CountryName","idealpoint","PctAgreeUS","PctAgreeRUSSIA","distanceToRussia"
2005,"BEL","Belgium",1.071311,0.3287671,0.6575342,2255
2006,"BEL","Belgium",0.9731926,0.244186,0.6395349,2255
2007,"BEL","Belgium",0.9781015,0.2987013,0.6578947,2255
2008,"BEL","Belgium",0.9304517,0.2638889,0.5833333,2255
2009,"BEL","Belgium",1.002655,0.4179104,0.5671642,2255
2010,"BEL","Belgium",1.049404,0.3939394,0.6119403,2255
2011,"BEL","Belgium",1.087033,0.5076923,0.5692308,2255
2012,"BEL","Belgium",1.033714,0.3731343,0.5970149,2255
1946,"LUX","Luxembourg",1.819084,0.7692308,0.2820513,2207
1947,"LUX","Luxembourg",1.764577,0.8333333,0.3611111,2207
1948,"LUX","Luxembourg",1.955486,0.8333333,0.1188119,2207
1949,"LUX","Luxembourg",2.080458,0.66,0.32,2207
1950,"LUX","Luxembourg",2.182694,0.7173913,0.1555556,2207
1951,"LUX","Luxembourg",2.24232,0.76,0.12,2207
1952,"LUX","Luxembourg",2.18923,0.7555556,0.08888889,2207
1953,"LUX","Luxembourg",2.324435,0.44,0.08,2207
1954,"LUX","Luxembourg",2.38605,0.4545455,0.09090909,2207
1955,"LUX","Luxembourg",2.324772,0.6296296,0.3703704,2207
1956,"LUX","Luxembourg",2.128201,0.7931034,0.05172414,2207
1957,"LUX","Luxembourg",2.185328,0.7352941,0.08823529,2207
1958,"LUX","Luxembourg",2.106949,0.7272727,0.1212121,2207
1959,"LUX","Luxembourg",1.988766,0.7358491,0.2075472,2207
1960,"LUX","Luxembourg",1.86419,0.8282828,0.1414141,2207
1961,"LUX","Luxembourg",1.862118,0.9305556,0.1111111,2207
1962,"LUX","Luxembourg",1.886288,0.9545455,0.1590909,2207
1963,"LUX","Luxembourg",1.754168,0.7419355,0.2258065,2207
1965,"LUX","Luxembourg",1.766333,0.775,0.325,2207
1966,"LUX","Luxembourg",1.837519,0.88,0.2,2207
1967,"LUX","Luxembourg",1.828864,0.8421053,0.2631579,2207
1968,"LUX","Luxembourg",1.886474,0.8297872,0.1276596,2207
1969,"LUX","Luxembourg",1.800765,0.8108108,0.2631579,2207
1970,"LUX","Luxembourg",1.664129,0.7457627,0.1525424,2207
1971,"LUX","Luxembourg",1.458145,0.7068966,0.3076923,2207
1972,"LUX","Luxembourg",1.511036,0.7272727,0.46,2207
1973,"LUX","Luxembourg",1.483627,0.5555556,0.4074074,2207
1974,"LUX","Luxembourg",1.613662,0.6575342,0.369863,2207
1975,"LUX","Luxembourg",1.639467,0.6956522,0.2898551,2207
1976,"LUX","Luxembourg",1.812942,0.6352941,0.3563218,2207
1977,"LUX","Luxembourg",1.720767,0.7,0.3076923,2207
1978,"LUX","Luxembourg",1.789144,0.7317073,0.296,2207
1979,"LUX","Luxembourg",1.852745,0.661157,0.1803279,2207
1980,"LUX","Luxembourg",1.840347,0.6213592,0.2038835,2207
1981,"LUX","Luxembourg",1.717768,0.518797,0.2910448,2207
1982,"LUX","Luxembourg",1.716702,0.4810127,0.2848101,2207
1983,"LUX","Luxembourg",1.607295,0.4965986,0.2857143,2207
1984,"LUX","Luxembourg",1.607329,0.4503311,0.3377483,2207
1985,"LUX","Luxembourg",1.619112,0.4533333,0.2751678,2207
1986,"LUX","Luxembourg",1.655949,0.4172185,0.3133333,2207
1987,"LUX","Luxembourg",1.621492,0.3741007,0.4071429,2207
1988,"LUX","Luxembourg",1.577515,0.3484848,0.389313,2207
1989,"LUX","Luxembourg",1.630012,0.3157895,0.4561404,2207
1990,"LUX","Luxembourg",1.629397,0.402439,0.4512195,2207
1991,"LUX","Luxembourg",1.490275,0.4166667,0.5070423,2207
1992,"LUX","Luxembourg",1.396011,0.369863,0.6986301,2207
1993,"LUX","Luxembourg",1.381265,0.40625,0.703125,2207
1994,"LUX","Luxembourg",1.313486,0.4411765,0.6617647,2207
1995,"LUX","Luxembourg",1.131572,0.4074074,0.7037037,2207
1996,"LUX","Luxembourg",1.35522,0.5,0.7123288,2207
1997,"LUX","Luxembourg",1.433282,0.4852941,0.7058824,2207
1998,"LUX","Luxembourg",1.301574,0.4262295,0.7166667,2207
1999,"LUX","Luxembourg",1.238466,0.4264706,0.6764706,2207
2000,"LUX","Luxembourg",1.223632,0.4179104,0.6515152,2207
2001,"LUX","Luxembourg",1.175795,0.3939394,0.6461538,2207
2002,"LUX","Luxembourg",1.093335,0.3194444,0.7,2207
2003,"LUX","Luxembourg",1.156757,0.3947368,0.6710526,2207
2004,"LUX","Luxembourg",1.020911,0.3478261,0.6470588,2207
2005,"LUX","Luxembourg",1.001954,0.3287671,0.6712329,2207
2006,"LUX","Luxembourg",0.9819568,0.2674419,0.627907,2207
2007,"LUX","Luxembourg",0.989143,0.2987013,0.6578947,2207
2008,"LUX","Luxembourg",0.9579977,0.2676056,0.5915493,2207
2009,"LUX","Luxembourg",0.9214006,0.4242424,0.5606061,2207
2010,"LUX","Luxembourg",0.8726382,0.3787879,0.641791,2207
2011,"LUX","Luxembourg",0.8818643,0.4923077,0.6,2207
2012,"LUX","Luxembourg",0.894677,0.3676471,0.6176471,2207
1946,"FRN","France",0.8937654,0.5238095,0.5,2486
1947,"FRN","France",1.156519,0.8947368,0.3684211,2486
1948,"FRN","France",1.170086,0.6796117,0.1666667,2486
1949,"FRN","France",1.504274,0.6349206,0.2380952,2486
1950,"FRN","France",1.491556,0.6603774,0.1923077,2486
1951,"FRN","France",1.652472,0.64,0.16,2486
1952,"FRN","France",2.095655,0.7446809,0.1276596,2486
1953,"FRN","France",2.200942,0.3529412,0.1176471,2486
1954,"FRN","France",2.401662,0.4137931,0.137931,2486
1955,"FRN","France",2.392259,0.6666667,0.3888889,2486
1956,"FRN","France",2.447465,0.6949153,0.06779661,2486
1957,"FRN","France",2.385949,0.7058824,0.08823529,2486
1958,"FRN","France",2.32733,0.7666667,0.1333333,2486
1959,"FRN","France",2.113691,0.5869565,0.2391304,2486
1960,"FRN","France",1.792487,0.6530612,0.08163265,2486
1961,"FRN","France",1.436343,0.7285714,0.1142857,2486
1962,"FRN","France",1.542914,0.7173913,0.06521739,2486
1963,"FRN","France",1.50353,0.6129032,0.2580645,2486
1965,"FRN","France",1.508137,0.6,0.225,2486
1966,"FRN","France",1.269458,0.5833333,0.3333333,2486
1967,"FRN","France",0.7648534,0.4285714,0.3392857,2486
1968,"FRN","France",0.9773417,0.4901961,0.254902,2486
1969,"FRN","France",1.336525,0.6190476,0.255814,2486
1970,"FRN","France",1.430803,0.6666667,0.1666667,2486
1971,"FRN","France",1.365868,0.559322,0.3529412,2486
1972,"FRN","France",1.516402,0.6458333,0.3814433,2486
1973,"FRN","France",1.746441,0.6853933,0.2808989,2486
1974,"FRN","France",1.318367,0.5890411,0.369863,2486
1975,"FRN","France",1.475006,0.6617647,0.25,2486
1976,"FRN","France",1.862848,0.626506,0.2705882,2486
1977,"FRN","France",1.720039,0.6966292,0.2555556,2486
1978,"FRN","France",1.685432,0.6935484,0.2460317,2486
1979,"FRN","France",1.798399,0.677686,0.1639344,2486
1980,"FRN","France",1.856799,0.6699029,0.1650485,2486
1981,"FRN","France",1.717141,0.5413534,0.2910448,2486
1982,"FRN","France",1.677652,0.477707,0.3121019,2486
1983,"FRN","France",1.623551,0.527027,0.3040541,2486
1984,"FRN","France",1.714991,0.4666667,0.3,2486
1985,"FRN","France",1.832203,0.5298013,0.2466667,2486
1986,"FRN","France",1.927338,0.4966887,0.295302,2486
1987,"FRN","France",1.864373,0.4525547,0.3941606,2486
1988,"FRN","France",1.833152,0.4341085,0.34375,2486
1989,"FRN","France",1.87261,0.3839286,0.3839286,2486
1990,"FRN","France",1.928898,0.4939759,0.3855422,2486
1991,"FRN","France",1.689904,0.4507042,0.4571429,2486
1992,"FRN","France",1.577842,0.3888889,0.6527778,2486
1993,"FRN","France",1.646221,0.483871,0.5967742,2486
1994,"FRN","France",1.717002,0.5757576,0.5,2486
1995,"FRN","France",1.694019,0.4556962,0.5189873,2486
1996,"FRN","France",1.727487,0.5342466,0.7083333,2486
1997,"FRN","France",1.722598,0.5217391,0.6811594,2486
1998,"FRN","France",1.591451,0.4666667,0.6949153,2486
1999,"FRN","France",1.510698,0.4705882,0.6617647,2486
2000,"FRN","France",1.453721,0.4179104,0.6363636,2486
2001,"FRN","France",1.471424,0.4461538,0.578125,2486
2002,"FRN","France",1.472633,0.3888889,0.6,2486
2003,"FRN","France",1.434352,0.4342105,0.6578947,2486
2004,"FRN","France",1.455442,0.4,0.5652174,2486
2005,"FRN","France",1.534753,0.3835616,0.6027397,2486
2006,"FRN","France",1.490384,0.3218391,0.5632184,2486
2007,"FRN","France",1.502997,0.4078947,0.5866667,2486
2008,"FRN","France",1.436995,0.3472222,0.5138889,2486
2009,"FRN","France",1.311786,0.4776119,0.4776119,2486
2010,"FRN","France",1.366379,0.469697,0.5373134,2486
2011,"FRN","France",1.267299,0.5538462,0.5538462,2486
2012,"FRN","France",1.419629,0.4852941,0.6029412,2486
1993,"MNC","Monaco",-0.07636402,0.1833333,0.45,2522
1994,"MNC","Monaco",0.980446,0.5454545,0.5636364,2522
1995,"MNC","Monaco",1.161442,0.5079365,0.6666667,2522
1996,"MNC","Monaco",1.250774,0.5,0.6969697,2522
1997,"MNC","Monaco",1.219956,0.484375,0.71875,2522
1998,"MNC","Monaco",1.33792,0.440678,0.7068966,2522
1999,"MNC","Monaco",1.360684,0.4545455,0.6666667,2522
2000,"MNC","Monaco",1.206719,0.3939394,0.6923077,2522
2001,"MNC","Monaco",1.129201,0.4193548,0.6557377,2522
2002,"MNC","Monaco",1.081037,0.3636364,0.65625,2522
2003,"MNC","Monaco",1.048657,0.3943662,0.7183099,2522
2004,"MNC","Monaco",0.9901448,0.3880597,0.6515152,2522
2005,"MNC","Monaco",0.9940245,0.3333333,0.6956522,2522
2006,"MNC","Monaco",0.9769272,0.2682927,0.6341463,2522
2007,"MNC","Monaco",0.959633,0.3188406,0.6521739,2522
2008,"MNC","Monaco",0.9372564,0.2923077,0.5846154,2522
2009,"MNC","Monaco",0.8856089,0.4193548,0.5483871,2522
2010,"MNC","Monaco",0.8726821,0.3934426,0.6451613,2522
2011,"MNC","Monaco",0.8958669,0.5079365,0.6031746,2522
2012,"MNC","Monaco",0.9549841,0.375,0.640625,2522
1990,"LIE","Liechtenstein",0.9010914,0.1728395,0.5925926,2149
1991,"LIE","Liechtenstein",0.906396,0.2571429,0.5942029,2149
1992,"LIE","Liechtenstein",0.9453593,0.2876712,0.7260274,2149
1993,"LIE","Liechtenstein",1.013294,0.359375,0.734375,2149
1994,"LIE","Liechtenstein",0.9142412,0.3823529,0.6911765,2149
1995,"LIE","Liechtenstein",1.344177,0.3703704,0.5555556,2149
1996,"LIE","Liechtenstein",1.049066,0.4459459,0.6712329,2149
1997,"LIE","Liechtenstein",1.124186,0.4411765,0.6911765,2149
1998,"LIE","Liechtenstein",1.05693,0.3770492,0.6666667,2149
1999,"LIE","Liechtenstein",1.059606,0.4179104,0.6716418,2149
2000,"LIE","Liechtenstein",0.9745449,0.3880597,0.6666667,2149
2001,"LIE","Liechtenstein",0.9954572,0.3636364,0.6615385,2149
2002,"LIE","Liechtenstein",0.8805424,0.2916667,0.6428571,2149
2003,"LIE","Liechtenstein",0.9031393,0.3421053,0.6710526,2149
2004,"LIE","Liechtenstein",0.8802899,0.3428571,0.6376812,2149
2005,"LIE","Liechtenstein",0.9386973,0.3150685,0.6575342,2149
2006,"LIE","Liechtenstein",0.8321733,0.2298851,0.6436782,2149
2007,"LIE","Liechtenstein",0.7748884,0.2597403,0.6315789,2149
2008,"LIE","Liechtenstein",0.7401203,0.2638889,0.6111111,2149
2009,"LIE","Liechtenstein",0.8342015,0.3880597,0.5671642,2149
2010,"LIE","Liechtenstein",0.7957288,0.3636364,0.641791,2149
2011,"LIE","Liechtenstein",0.7546109,0.4615385,0.6153846,2149
2012,"LIE","Liechtenstein",0.8036535,0.3529412,0.6176471,2149
2002,"SWZ","Switzerland",0.9663121,0.2916667,0.6857143,2289
2003,"SWZ","Switzerland",1.001065,0.3552632,0.6710526,2289
2004,"SWZ","Switzerland",0.8977193,0.3428571,0.6376812,2289
2005,"SWZ","Switzerland",0.9373005,0.3055556,0.6527778,2289
2006,"SWZ","Switzerland",0.8306662,0.2298851,0.6436782,2289
2007,"SWZ","Switzerland",0.7702465,0.2597403,0.6315789,2289
2008,"SWZ","Switzerland",0.6901786,0.2394366,0.5915493,2289
2009,"SWZ","Switzerland",0.7550577,0.3636364,0.5454545,2289
2010,"SWZ","Switzerland",0.7304338,0.3484848,0.641791,2289
2011,"SWZ","Switzerland",0.6516474,0.4516129,0.6129032,2289
2012,"SWZ","Switzerland",0.7080734,0.3283582,0.6119403,2289
1955,"SPN","Spain",1.120786,0,0.2,3437
1956,"SPN","Spain",1.128529,0.9,0.1833333,3437
1957,"SPN","Spain",1.397469,0.7352941,0.1176471,3437
1958,"SPN","Spain",1.71472,0.7575758,0.1212121,3437
1959,"SPN","Spain",1.625838,0.7358491,0.1698113,3437
1960,"SPN","Spain",1.663686,0.6451613,0.09677419,3437
1961,"SPN","Spain",1.627954,0.7638889,0.109589,3437
1962,"SPN","Spain",1.736684,0.8695652,0.173913,3437
1963,"SPN","Spain",1.690705,0.5555556,0.1111111,3437
1965,"SPN","Spain",1.389186,0.625,0.3,3437
1966,"SPN","Spain",0.7640191,0.4782609,0.5,3437
1967,"SPN","Spain",0.5118165,0.3859649,0.4736842,3437
1968,"SPN","Spain",0.4632147,0.3478261,0.4130435,3437
1969,"SPN","Spain",0.619238,0.452381,0.5116279,3437
1970,"SPN","Spain",0.9165247,0.5454545,0.3636364,3437
1971,"SPN","Spain",0.8525469,0.5128205,0.5169492,3437
1972,"SPN","Spain",1.107599,0.5729167,0.4736842,3437
1973,"SPN","Spain",1.292901,0.505618,0.3932584,3437
1974,"SPN","Spain",0.8431858,0.3561644,0.4520548,3437
1975,"SPN","Spain",0.6865031,0.3731343,0.5223881,3437
1976,"SPN","Spain",0.7239322,0.3058824,0.5862069,3437
1977,"SPN","Spain",0.6711814,0.4333333,0.4505495,3437
1978,"SPN","Spain",0.7276949,0.4758065,0.4365079,3437
1979,"SPN","Spain",0.8543227,0.3966942,0.3852459,3437
1980,"SPN","Spain",0.8104189,0.3663366,0.4356436,3437
1981,"SPN","Spain",0.8226582,0.3684211,0.4776119,3437
1982,"SPN","Spain",0.9423993,0.3037975,0.4620253,3437
1983,"SPN","Spain",0.8834813,0.3288591,0.4563758,3437
1984,"SPN","Spain",0.9016162,0.2582781,0.4900662,3437
1985,"SPN","Spain",1.022138,0.3092105,0.4238411,3437
1986,"SPN","Spain",1.036998,0.2781457,0.4765101,3437
1987,"SPN","Spain",1.030833,0.2517986,0.5683453,3437
1988,"SPN","Spain",1.081476,0.2330827,0.5227273,3437
1989,"SPN","Spain",1.007936,0.2105263,0.5877193,3437
1990,"SPN","Spain",0.8919138,0.2380952,0.6190476,3437
1991,"SPN","Spain",0.8130506,0.2916667,0.6056338,3437
1992,"SPN","Spain",0.7875283,0.3013699,0.6575342,3437
1993,"SPN","Spain",0.8464143,0.3650794,0.6666667,3437
1994,"SPN","Spain",0.9476102,0.4264706,0.6470588,3437
1995,"SPN","Spain",0.9101707,0.3950617,0.7407407,3437
1996,"SPN","Spain",1.15416,0.4794521,0.6666667,3437
1997,"SPN","Spain",1.27062,0.4637681,0.7101449,3437
1998,"SPN","Spain",1.170012,0.4098361,0.7,3437
1999,"SPN","Spain",1.110683,0.4117647,0.6911765,3437
2000,"SPN","Spain",1.047843,0.4029851,0.6969697,3437
2001,"SPN","Spain",1.051238,0.3731343,0.6818182,3437
2002,"SPN","Spain",1.061968,0.3333333,0.7142857,3437
2003,"SPN","Spain",1.08296,0.3552632,0.7105263,3437
2004,"SPN","Spain",1.018356,0.3521127,0.6714286,3437
2005,"SPN","Spain",0.9390145,0.3150685,0.7123288,3437
2006,"SPN","Spain",0.9886851,0.2643678,0.6436782,3437
2007,"SPN","Spain",0.918712,0.2857143,0.6447368,3437
2008,"SPN","Spain",0.8978183,0.2638889,0.5972222,3437
2009,"SPN","Spain",0.8877782,0.4029851,0.5820896,3437
2010,"SPN","Spain",0.7953911,0.3636364,0.6666667,3437
2011,"SPN","Spain",0.8976484,0.5076923,0.6,3437
2012,"SPN","Spain",0.9413287,0.3676471,0.6323529,3437
1993,"AND","Andorra",1.185018,0.48,0.64,2962
1994,"AND","Andorra",1.036968,0.4464286,0.6071429,2962
1995,"AND","Andorra",0.9617349,0.4328358,0.7761194,2962
1996,"AND","Andorra",1.145989,0.4722222,0.6478873,2962
1997,"AND","Andorra",1.269743,0.4776119,0.7014925,2962
1998,"AND","Andorra",1.173614,0.4098361,0.7,2962
1999,"AND","Andorra",1.111131,0.4117647,0.6911765,2962
2000,"AND","Andorra",1.052882,0.4029851,0.6969697,2962
2001,"AND","Andorra",1.038239,0.3731343,0.6666667,2962
2002,"AND","Andorra",0.9050529,0.3194444,0.6714286,2962
2003,"AND","Andorra",0.8839684,0.3289474,0.6710526,2962
2004,"AND","Andorra",0.9023741,0.3571429,0.6231884,2962
2005,"AND","Andorra",0.8480403,0.3013699,0.6712329,2962
2006,"AND","Andorra",1.015528,0.2643678,0.6206897,2962
2007,"AND","Andorra",0.894774,0.2727273,0.6447368,2962
2008,"AND","Andorra",0.9424807,0.2686567,0.6119403,2962
2009,"AND","Andorra",0.8720171,0.3880597,0.5671642,2962
2010,"AND","Andorra",0.8942865,0.3692308,0.6515152,2962
2011,"AND","Andorra",0.8671134,0.4769231,0.5846154,2962
2012,"AND","Andorra",0.9515327,0.3529412,0.6029412,2962
1956,"POR","Portugal",1.65032,0.6610169,0.1016949,3902
1957,"POR","Portugal",1.696639,0.5882353,0.08823529,3902
1958,"POR","Portugal",1.687846,0.5454545,0.1515152,3902
1959,"POR","Portugal",1.620852,0.6296296,0.1296296,3902
1960,"POR","Portugal",1.514957,0.5543478,0.09782609,3902
1961,"POR","Portugal",1.56181,0.6744186,0.09090909,3902
1962,"POR","Portugal",1.730454,0.7352941,0.2352941,3902
1963,"POR","Portugal",1.524289,0.44,0,3902
1965,"POR","Portugal",2.077902,0.6052632,0.1578947,3902
1966,"POR","Portugal",2.065645,0.4285714,0.1142857,3902
1967,"POR","Portugal",1.854756,0.4909091,0.1636364,3902
1968,"POR","Portugal",2.077548,0.5714286,0.1666667,3902
1969,"POR","Portugal",2.206777,0.525,0.1463415,3902
1970,"POR","Portugal",2.106699,0.55,0.08333333,3902
1971,"POR","Portugal",2.025674,0.6132075,0.2056075,3902
1972,"POR","Portugal",2.179042,0.6185567,0.2346939,3902
1973,"POR","Portugal",2.351935,0.6888889,0.1777778,3902
1974,"POR","Portugal",0.850141,0.3835616,0.6438356,3902
1975,"POR","Portugal",0.4828437,0.3043478,0.5942029,3902
1976,"POR","Portugal",0.791148,0.3176471,0.5517241,3902
1977,"POR","Portugal",0.7843219,0.4606742,0.4666667,3902
1978,"POR","Portugal",0.9773689,0.516129,0.3888889,3902
1979,"POR","Portugal",1.15241,0.5041322,0.3196721,3902
1980,"POR","Portugal",1.298098,0.5339806,0.3106796,3902
1981,"POR","Portugal",1.104839,0.4393939,0.4285714,3902
1982,"POR","Portugal",1.181684,0.3481013,0.3987342,3902
1983,"POR","Portugal",1.195741,0.4161074,0.3892617,3902
1984,"POR","Portugal",1.116909,0.3509934,0.4304636,3902
1985,"POR","Portugal",1.438285,0.4473684,0.3178808,3902
1986,"POR","Portugal",1.513998,0.4039735,0.3333333,3902
1987,"POR","Portugal",1.617163,0.3857143,0.4397163,3902
1988,"POR","Portugal",1.564835,0.3409091,0.4045802,3902
1989,"POR","Portugal",1.55979,0.3333333,0.4561404,3902
1990,"POR","Portugal",1.418759,0.3452381,0.5238095,3902
1991,"POR","Portugal",1.211732,0.3611111,0.5492958,3902
1992,"POR","Portugal",1.123235,0.3287671,0.7123288,3902
1993,"POR","Portugal",1.166703,0.390625,0.71875,3902
1994,"POR","Portugal",1.14589,0.4411765,0.6617647,3902
1995,"POR","Portugal",1.02545,0.3950617,0.7283951,3902
1996,"POR","Portugal",1.247962,0.4931507,0.6805556,3902
1997,"POR","Portugal",1.302004,0.4637681,0.7101449,3902
1998,"POR","Portugal",1.177999,0.4098361,0.7,3902
1999,"POR","Portugal",1.106411,0.4117647,0.6911765,3902
2000,"POR","Portugal",1.025987,0.4029851,0.6818182,3902
2001,"POR","Portugal",1.029992,0.3731343,0.6666667,3902
2002,"POR","Portugal",1.077339,0.3382353,0.6716418,3902
2003,"POR","Portugal",1.047267,0.36,0.6933333,3902
2004,"POR","Portugal",0.9935863,0.3661972,0.6571429,3902
2005,"POR","Portugal",0.9169465,0.3150685,0.6986301,3902
2006,"POR","Portugal",0.9666024,0.2643678,0.6321839,3902
2007,"POR","Portugal",0.9520549,0.2987013,0.6578947,3902
2008,"POR","Portugal",0.9277392,0.2638889,0.5833333,3902
2009,"POR","Portugal",0.8630927,0.4029851,0.5671642,3902
2010,"POR","Portugal",0.8817044,0.3787879,0.6567164,3902
2011,"POR","Portugal",0.8831466,0.4923077,0.6,3902
2012,"POR","Portugal",0.9268501,0.3676471,0.6323529,3902
1973,"GFR","German Federal Republic",1.62958,0.5888889,0.2888889,1609
1974,"GFR","German Federal Republic",1.625432,0.6575342,0.3835616,1609
1975,"GFR","German Federal Republic",1.804627,0.7681159,0.2463768,1609
1976,"GFR","German Federal Republic",1.978651,0.7176471,0.2873563,1609
1977,"GFR","German Federal Republic",1.873751,0.7444444,0.2417582,1609
1978,"GFR","German Federal Republic",1.886384,0.733871,0.2539683,1609
1979,"GFR","German Federal Republic",1.919052,0.7272727,0.1721311,1609
1980,"GFR","German Federal Republic",1.849969,0.6504854,0.1650485,1609
1981,"GFR","German Federal Republic",1.754287,0.5639098,0.2835821,1609
1982,"GFR","German Federal Republic",1.518589,0.4620253,0.3227848,1609
1983,"GFR","German Federal Republic",1.695652,0.5369128,0.2281879,1609
1984,"GFR","German Federal Republic",1.749908,0.5033113,0.2980132,1609
1985,"GFR","German Federal Republic",1.769855,0.5131579,0.2251656,1609
1986,"GFR","German Federal Republic",1.819256,0.4589041,0.2708333,1609
1987,"GFR","German Federal Republic",1.686283,0.3868613,0.3941606,1609
1988,"GFR","German Federal Republic",1.821139,0.406015,0.3333333,1609
1989,"GFR","German Federal Republic",1.735381,0.3508772,0.4035088,1609
1990,"GFR","German Federal Republic",1.654413,0.3928571,0.452381,1609
1991,"GFR","German Federal Republic",1.566071,0.4305556,0.4647887,1609
1992,"GFR","German Federal Republic",1.407543,0.369863,0.6986301,1609
1993,"GFR","German Federal Republic",1.452421,0.4375,0.703125,1609
1994,"GFR","German Federal Republic",1.351048,0.4477612,0.6567164,1609
1995,"GFR","German Federal Republic",1.171458,0.4197531,0.7283951,1609
1996,"GFR","German Federal Republic",1.251593,0.5,0.6986301,1609
1997,"GFR","German Federal Republic",1.373093,0.4782609,0.7246377,1609
1998,"GFR","German Federal Republic",1.288606,0.4262295,0.7166667,1609
1999,"GFR","German Federal Republic",1.357578,0.4558824,0.6764706,1609
2000,"GFR","German Federal Republic",1.264409,0.4179104,0.6515152,1609
2001,"GFR","German Federal Republic",1.200247,0.3880597,0.6363636,1609
2002,"GFR","German Federal Republic",1.151994,0.3142857,0.6764706,1609
2003,"GFR","German Federal Republic",1.225255,0.3947368,0.6447368,1609
2004,"GFR","German Federal Republic",1.084414,0.3714286,0.6376812,1609
2005,"GFR","German Federal Republic",1.012977,0.3150685,0.6438356,1609
2006,"GFR","German Federal Republic",0.9829937,0.2528736,0.6436782,1609
2007,"GFR","German Federal Republic",0.9253653,0.2987013,0.6447368,1609
2008,"GFR","German Federal Republic",0.8721184,0.2638889,0.5694444,1609
2009,"GFR","German Federal Republic",1.040945,0.4477612,0.5820896,1609
2010,"GFR","German Federal Republic",0.9904547,0.3939394,0.6268657,1609
2011,"GFR","German Federal Republic",0.9549142,0.4923077,0.5846154,1609
2012,"GFR","German Federal Republic",0.9912997,0.3676471,0.5882353,1609
1973,"GDR","German Democratic Republic",-2.365694,0.2967033,1,1609
1974,"GDR","German Democratic Republic",-2.336034,0.3561644,1,1609
1975,"GDR","German Democratic Republic",-2.401677,0.2318841,0.9855072,1609
1976,"GDR","German Democratic Republic",-2.308096,0.1785714,1,1609
1977,"GDR","German Democratic Republic",-2.443609,0.2111111,0.989011,1609
1978,"GDR","German Democratic Republic",-2.376851,0.2439024,0.968254,1609
1979,"GDR","German Democratic Republic",-2.412346,0.2,1,1609
1980,"GDR","German Democratic Republic",-2.324279,0.127451,1,1609
1981,"GDR","German Democratic Republic",-2.262647,0.1060606,1,1609
1982,"GDR","German Democratic Republic",-0.9956461,0.1656051,0.9235669,1609
1983,"GDR","German Democratic Republic",-1.684539,0.1006711,1,1609
1984,"GDR","German Democratic Republic",-1.639646,0.09333333,1,1609
1985,"GDR","German Democratic Republic",-1.725729,0.1059603,1,1609
1986,"GDR","German Democratic Republic",-1.557862,0.12,0.98,1609
1987,"GDR","German Democratic Republic",-0.9806287,0.1014493,0.9714286,1609
1988,"GDR","German Democratic Republic",-0.834092,0.06818182,0.9924242,1609
1989,"GDR","German Democratic Republic",-0.869012,0.07017544,1,1609
1946,"POL","Poland",-1.605825,0.2857143,0.8333333,1153
1947,"POL","Poland",-1.667053,0.1818182,0.969697,1153
1948,"POL","Poland",-2.085374,0.1078431,0.9607843,1153
1949,"POL","Poland",-2.279206,0.1111111,1,1153
1950,"POL","Poland",-2.420975,0.1730769,1,1153
1951,"POL","Poland",-2.429782,0.12,1,1153
1952,"POL","Poland",-2.4101,0.1428571,0.9795918,1153
1953,"POL","Poland",-2.392873,0.2,1,1153
1954,"POL","Poland",-2.427352,0.2,1,1153
1955,"POL","Poland",-2.457811,0.1481481,1,1153
1956,"POL","Poland",-2.474148,0.2826087,0.9782609,1153
1957,"POL","Poland",-2.502551,0.2352941,1,1153
1958,"POL","Poland",-2.536012,0.3030303,1,1153
1959,"POL","Poland",-2.442726,0.1296296,0.9814815,1153
1960,"POL","Poland",-2.34774,0.2135922,0.9805825,1153
1961,"POL","Poland",-2.331014,0.109589,1,1153
1962,"POL","Poland",-2.320469,0.173913,1,1153
1963,"POL","Poland",-2.46681,0.1290323,1,1153
1965,"POL","Poland",-2.245274,0.225,1,1153
1966,"POL","Poland",-2.153568,0.16,1,1153
1967,"POL","Poland",-1.913402,0.1754386,0.9824561,1153
1968,"POL","Poland",-1.902844,0.1568627,0.9803922,1153
1969,"POL","Poland",-1.817493,0.2325581,1,1153
1970,"POL","Poland",-2.089157,0.1515152,0.9545455,1153
1971,"POL","Poland",-2.296576,0.2521008,0.9916667,1153
1972,"POL","Poland",-2.281207,0.2828283,0.970297,1153
1973,"POL","Poland",-2.33752,0.3,1,1153
1974,"POL","Poland",-2.317504,0.3561644,1,1153
1975,"POL","Poland",-2.382599,0.2318841,0.9855072,1153
1976,"POL","Poland",-2.201158,0.2,0.9655172,1153
1977,"POL","Poland",-2.337229,0.2333333,0.967033,1153
1978,"POL","Poland",-2.057005,0.2396694,0.9274194,1153
1979,"POL","Poland",-1.92876,0.225,0.9586777,1153
1980,"POL","Poland",-1.751165,0.1568627,0.9607843,1153
1981,"POL","Poland",-1.849467,0.1221374,0.9772727,1153
1982,"POL","Poland",-1.864432,0.1265823,0.9620253,1153
1983,"POL","Poland",-1.873589,0.1073826,0.9865772,1153
1984,"POL","Poland",-1.712881,0.09271523,1,1153
1985,"POL","Poland",-1.431247,0.1315789,0.9470199,1153
1986,"POL","Poland",-1.421479,0.1125828,0.96,1153
1987,"POL","Poland",-1.326037,0.08759124,0.9928058,1153
1988,"POL","Poland",-1.16822,0.05384615,0.9846154,1153
